datetime,000503,600533,cash,commission,total,returns,equity_curve,drawdown
2015-05-07,4148.0,601.6,2259.3,2.6,7008.9,-0.04189791398966569,0.07008899999999967,0.9299110000000004
2015-05-08,4455.0,612.5,2259.3,2.6,7326.8,0.04535661801423907,0.07326799999999965,0.9267320000000003
2015-05-11,4857.0,633.1,2259.3,2.6,7749.4,0.057678659169077884,0.07749399999999963,0.9225060000000004
2015-05-12,4855.0,631.2,2259.3,2.6,7745.5,-0.000503264768885292,0.07745499999999964,0.9225450000000004
2015-05-13,5280.0,637.1,2259.3,2.6,8176.4,0.055632302627331986,0.08176399999999961,0.9182360000000004
2015-05-14,5702.0,657.8000000000001,2259.3,2.6,8619.1,0.0541436328946725,0.0861909999999996,0.9138090000000004
2015-05-15,5701.0,628.2,2259.3,2.6,8588.5,-0.003550254666960684,0.0858849999999996,0.9141150000000005
2015-05-18,5799.0,623.3,2259.3,2.6,8681.6,0.010840076846946545,0.0868159999999996,0.9131840000000004
2015-05-19,6210.0,645.0,2259.3,2.6,9114.3,0.04984104312569104,0.09114299999999957,0.9088570000000005
2015-05-20,6190.0,644.0,2259.3,2.6,9093.3,-0.002304071623712156,0.09093299999999957,0.9090670000000004
2015-05-21,6173.0,704.0,2259.3,2.6,9136.3,0.004728756337083251,0.09136299999999956,0.9086370000000005
2015-05-22,6006.0,724.7,2259.3,2.6,8990.0,-0.016013046857042745,0.08989999999999956,0.9101000000000005
2015-05-25,6115.0,738.5,2259.3,2.6,9112.8,0.013659621802002198,0.09112799999999956,0.9088720000000005
2015-05-26,6540.000000000001,766.0999999999999,2259.3,2.6,9565.400000000001,0.049666403300851814,0.09565399999999956,0.9043460000000004
2015-05-27,6466.0,772.0,2259.3,2.6,9497.3,-0.007119409538545396,0.09497299999999954,0.9050270000000005
2015-05-28,6102.0,725.6999999999999,2259.3,2.6,9087.0,-0.04320175207690602,0.09086999999999956,0.9091300000000004
2015-05-29,6240.0,798.6,2259.3,2.6,9297.9,0.023208979861340406,0.09297899999999955,0.9070210000000004
2015-06-01,6864.0,869.5,2259.3,2.6,9992.8,0.07473730627345954,0.0999279999999995,0.9000720000000005
2015-06-02,7538.0,871.4000000000001,2259.3,2.6,10668.7,0.06763869986390225,0.10668699999999949,0.8933130000000005
2015-06-03,7430.0,959.0999999999999,2259.3,2.6,10648.4,-0.00190276228593933,0.10648399999999948,0.8935160000000005
2015-06-04,7419.0,998.4,2259.3,2.6,10676.7,0.0026576762706134183,0.10676699999999947,0.8932330000000005
2015-06-05,7350.0,988.5,2259.3,2.6,10597.8,-0.007389923852876068,0.10597799999999946,0.8940220000000005
2015-06-08,7669.0,985.5,2259.3,2.6,10913.8,0.02981750929438176,0.10913799999999943,0.8908620000000006
2015-06-09,7500.0,988.5,2259.3,2.6,10747.8,-0.015210100973079954,0.10747799999999944,0.8925220000000006
2015-06-10,7456.999999999999,1009.3,2259.3,2.6,10725.599999999999,-0.0020655389940267277,0.10725599999999944,0.8927440000000005
2015-06-11,7819.0,996.4000000000001,2259.3,2.6,11074.7,0.03254829566644313,0.11074699999999944,0.8892530000000005
2015-06-12,7775.0,1030.1,2259.3,2.6,11064.4,-0.0009300477665310503,0.11064399999999942,0.8893560000000006
2015-06-15,7370.0,1015.1999999999999,2259.3,2.6,10644.5,-0.03795054408734311,0.10644499999999946,0.8935550000000005
2015-06-16,6798.999999999999,937.1,2259.3,2.6,9995.4,-0.060979848748179855,0.09995399999999949,0.9000460000000006
2015-06-17,7020.999999999999,951.9,2259.3,2.6,10232.199999999999,0.02369089781299394,0.10232199999999947,0.8976780000000005
2015-06-18,6385.0,917.3,2259.3,2.6,9561.6,-0.06553820292801149,0.09561599999999951,0.9043840000000005
2015-06-19,6399.0,832.1999999999999,2259.3,2.6,9490.5,-0.007435993975903665,0.0949049999999995,0.9050950000000005
2015-06-23,6240.0,828.2,2259.3,2.6,9327.5,-0.017175069806648735,0.09327499999999951,0.9067250000000004
2015-06-24,6219.0,864.8,2259.3,2.6,9343.1,0.0016724738675959472,0.09343099999999953,0.9065690000000005
2015-06-25,5675.0,830.1999999999999,2259.3,2.6,8764.5,-0.06192805385792732,0.08764499999999956,0.9123550000000005
2015-06-26,5108.0,747.1,2259.3,2.6,8114.4,-0.07417422556905706,0.08114399999999958,0.9188560000000005
2015-06-29,4597.0,687.6999999999999,2259.3,2.6,7544.0,-0.07029478458049887,0.0754399999999996,0.9245600000000004
2015-06-30,4900.0,739.2,2259.3,2.6,7898.5,0.04699098621420994,0.07898499999999958,0.9210150000000004
2015-07-01,4412.0,696.6,2259.3,2.6,7367.9,-0.06717731214787626,0.0736789999999996,0.9263210000000004
2015-07-02,3971.0,633.3000000000001,2259.3,2.6,6863.6,-0.06844555436420141,0.06863599999999964,0.9313640000000003
2015-07-03,3574.0,570.0,2259.3,2.6,6403.3,-0.0670639314645376,0.06403299999999966,0.9359670000000003
2015-07-06,3574.0,523.5,2259.3,2.6,6356.8,-0.007261880592819292,0.06356799999999967,0.9364320000000004
2015-07-07,3574.0,471.0,2259.3,2.6,6304.3,-0.008258872388623217,0.06304299999999967,0.9369570000000004
2015-07-08,3574.0,423.50000000000006,2259.3,2.6,6256.8,-0.007534539917199323,0.06256799999999968,0.9374320000000003
2015-07-09,3574.0,466.09999999999997,2259.3,2.6,6299.4,0.006808592251630108,0.06299399999999968,0.9370060000000003
2015-07-10,3574.0,512.6,2259.3,2.6,6345.9,0.007381655395751974,0.06345899999999967,0.9365410000000003
2015-07-13,3574.0,564.0,2259.3,2.6,6397.3,0.00809971792811126,0.06397299999999968,0.9360270000000003
2015-07-14,3574.0,574.9,2259.3,2.6,6408.200000000001,0.0017038438091070418,0.06408199999999968,0.9359180000000004
2015-07-15,3574.0,517.5,2259.3,2.6,6350.8,-0.008957273493336748,0.06350799999999968,0.9364920000000003
2015-07-16,3574.0,526.4,2259.3,2.6,6359.700000000001,0.0014013982490395094,0.06359699999999968,0.9364030000000003
2015-07-17,3574.0,560.1,2259.3,2.6,6393.4,0.005298992090821741,0.06393399999999967,0.9360660000000003
2015-07-20,0.0,564.0,-3572.7,3.9000000000000004,-3008.7,-1.4705946757593769,-0.030086999999999847,1.0300869999999998
2015-07-21,0.0,570.0,-3572.7,3.9000000000000004,-3002.7,-0.001994216771363022,-0.03002699999999985,1.0300269999999998
2015-07-22,0.0,574.9,-3572.7,3.9000000000000004,-2997.7999999999997,-0.0016318646551437554,-0.02997799999999985,1.0299779999999998
2015-07-23,0.0,0.0,-573.6,5.2,-573.6,-0.8086596837680966,-0.005735999999999971,1.005736
2015-07-24,0.0,0.0,-573.6,5.2,-573.6,0.0,-0.005735999999999971,1.005736
2015-07-27,0.0,0.0,-573.6,5.2,-573.6,0.0,-0.005735999999999971,1.005736
2015-07-28,0.0,0.0,-573.6,5.2,-573.6,0.0,-0.005735999999999971,1.005736
2015-07-29,0.0,0.0,-573.6,5.2,-573.6,0.0,-0.005735999999999971,1.005736
2015-07-30,0.0,0.0,-573.6,5.2,-573.6,0.0,-0.005735999999999971,1.005736
2015-07-31,0.0,0.0,-573.6,5.2,-573.6,0.0,-0.005735999999999971,1.005736
2015-12-15,0.0,0.0,-573.6,5.2,-573.6,0.0,-0.005735999999999971,1.005736
2015-12-16,0.0,0.0,-573.6,5.2,-573.6,0.0,-0.005735999999999971,1.005736
2015-12-17,0.0,0.0,-573.6,5.2,-573.6,0.0,-0.005735999999999971,1.005736
2015-12-18,0.0,0.0,-573.6,5.2,-573.6,0.0,-0.005735999999999971,1.005736
2015-12-21,0.0,0.0,-573.6,5.2,-573.6,0.0,-0.005735999999999971,1.005736
2015-12-22,0.0,0.0,-573.6,5.2,-573.6,0.0,-0.005735999999999971,1.005736
2015-12-23,0.0,0.0,-573.6,5.2,-573.6,0.0,-0.005735999999999971,1.005736
2015-12-24,0.0,0.0,-573.6,5.2,-573.6,0.0,-0.005735999999999971,1.005736
2015-12-25,0.0,0.0,-573.6,5.2,-573.6,0.0,-0.005735999999999971,1.005736
2015-12-28,0.0,0.0,-573.6,5.2,-573.6,0.0,-0.005735999999999971,1.005736
2015-12-29,0.0,0.0,-573.6,5.2,-573.6,0.0,-0.005735999999999971,1.005736
2015-12-30,0.0,0.0,-573.6,5.2,-573.6,0.0,-0.005735999999999971,1.005736
2015-12-31,0.0,0.0,-573.6,5.2,-573.6,0.0,-0.005735999999999971,1.005736
2016-01-04,0.0,0.0,-573.6,5.2,-573.6,0.0,-0.005735999999999971,1.005736
2016-01-05,0.0,0.0,-573.6,5.2,-573.6,0.0,-0.005735999999999971,1.005736
2016-01-06,0.0,0.0,-573.6,5.2,-573.6,0.0,-0.005735999999999971,1.005736
2016-01-07,0.0,0.0,-573.6,5.2,-573.6,0.0,-0.005735999999999971,1.005736
2016-01-08,0.0,0.0,-573.6,5.2,-573.6,0.0,-0.005735999999999971,1.005736
2016-01-11,0.0,0.0,-573.6,5.2,-573.6,0.0,-0.005735999999999971,1.005736
2016-01-12,0.0,0.0,-573.6,5.2,-573.6,0.0,-0.005735999999999971,1.005736
2016-01-13,0.0,0.0,-573.6,5.2,-573.6,0.0,-0.005735999999999971,1.005736
2016-01-14,0.0,0.0,-573.6,5.2,-573.6,0.0,-0.005735999999999971,1.005736
2016-01-15,0.0,0.0,-573.6,5.2,-573.6,0.0,-0.005735999999999971,1.005736
2016-01-18,0.0,0.0,-573.6,5.2,-573.6,0.0,-0.005735999999999971,1.005736
2016-01-19,0.0,0.0,-573.6,5.2,-573.6,0.0,-0.005735999999999971,1.005736
2016-01-20,0.0,0.0,-573.6,5.2,-573.6,0.0,-0.005735999999999971,1.005736
2016-01-21,0.0,0.0,-573.6,5.2,-573.6,0.0,-0.005735999999999971,1.005736
2016-01-22,0.0,0.0,-573.6,5.2,-573.6,0.0,-0.005735999999999971,1.005736
2016-01-25,0.0,0.0,-573.6,5.2,-573.6,0.0,-0.005735999999999971,1.005736
2016-01-26,0.0,0.0,-573.6,5.2,-573.6,0.0,-0.005735999999999971,1.005736
2016-01-27,0.0,0.0,-573.6,5.2,-573.6,0.0,-0.005735999999999971,1.005736
2016-01-28,0.0,0.0,-573.6,5.2,-573.6,0.0,-0.005735999999999971,1.005736
2016-01-29,0.0,0.0,-573.6,5.2,-573.6,0.0,-0.005735999999999971,1.005736
2016-02-01,0.0,0.0,-573.6,5.2,-573.6,0.0,-0.005735999999999971,1.005736
2016-02-02,0.0,0.0,-573.6,5.2,-573.6,0.0,-0.005735999999999971,1.005736
2016-02-03,0.0,0.0,-573.6,5.2,-573.6,0.0,-0.005735999999999971,1.005736
2016-02-04,0.0,0.0,-573.6,5.2,-573.6,0.0,-0.005735999999999971,1.005736
2016-02-05,0.0,0.0,-573.6,5.2,-573.6,0.0,-0.005735999999999971,1.005736
2016-02-15,0.0,0.0,-573.6,5.2,-573.6,0.0,-0.005735999999999971,1.005736
2016-02-16,0.0,0.0,-573.6,5.2,-573.6,0.0,-0.005735999999999971,1.005736
2016-02-17,0.0,0.0,-573.6,5.2,-573.6,0.0,-0.005735999999999971,1.005736
2016-02-18,0.0,0.0,-573.6,5.2,-573.6,0.0,-0.005735999999999971,1.005736
2016-02-19,0.0,0.0,-573.6,5.2,-573.6,0.0,-0.005735999999999971,1.005736
2016-02-22,0.0,0.0,-573.6,5.2,-573.6,0.0,-0.005735999999999971,1.005736
2016-02-23,0.0,0.0,-573.6,5.2,-573.6,0.0,-0.005735999999999971,1.005736
2016-02-24,0.0,0.0,-573.6,5.2,-573.6,0.0,-0.005735999999999971,1.005736
2016-02-25,0.0,0.0,-573.6,5.2,-573.6,0.0,-0.005735999999999971,1.005736
2016-02-26,0.0,0.0,-573.6,5.2,-573.6,0.0,-0.005735999999999971,1.005736
2016-02-29,0.0,0.0,-573.6,5.2,-573.6,0.0,-0.005735999999999971,1.005736
2016-03-01,0.0,0.0,-573.6,5.2,-573.6,0.0,-0.005735999999999971,1.005736
2016-03-02,0.0,0.0,-573.6,5.2,-573.6,0.0,-0.005735999999999971,1.005736
2016-03-03,0.0,0.0,-573.6,5.2,-573.6,0.0,-0.005735999999999971,1.005736
2016-03-04,0.0,0.0,-573.6,5.2,-573.6,0.0,-0.005735999999999971,1.005736
2016-03-07,0.0,0.0,-573.6,5.2,-573.6,0.0,-0.005735999999999971,1.005736
2016-03-08,0.0,0.0,-573.6,5.2,-573.6,0.0,-0.005735999999999971,1.005736
2016-03-09,0.0,0.0,-573.6,5.2,-573.6,0.0,-0.005735999999999971,1.005736
2016-03-10,0.0,0.0,-573.6,5.2,-573.6,0.0,-0.005735999999999971,1.005736
2016-03-11,0.0,0.0,-573.6,5.2,-573.6,0.0,-0.005735999999999971,1.005736
2016-03-14,0.0,0.0,-573.6,5.2,-573.6,0.0,-0.005735999999999971,1.005736
2016-03-15,0.0,0.0,-573.6,5.2,-573.6,0.0,-0.005735999999999971,1.005736
2016-03-16,0.0,0.0,-573.6,5.2,-573.6,0.0,-0.005735999999999971,1.005736
2016-03-17,0.0,0.0,-573.6,5.2,-573.6,0.0,-0.005735999999999971,1.005736
2016-03-18,0.0,0.0,-573.6,5.2,-573.6,0.0,-0.005735999999999971,1.005736
2016-03-21,0.0,0.0,-573.6,5.2,-573.6,0.0,-0.005735999999999971,1.005736
2016-03-22,0.0,0.0,-573.6,5.2,-573.6,0.0,-0.005735999999999971,1.005736
2016-03-23,0.0,0.0,-573.6,5.2,-573.6,0.0,-0.005735999999999971,1.005736
2016-03-24,0.0,623.4,649.4,6.5,1272.8,-3.218967921896792,0.012727999999999934,0.987272
2016-03-25,0.0,657.0,649.4,6.5,1306.4,0.026398491514770583,0.013063999999999932,0.986936
2016-03-28,0.0,622.4,649.4,6.5,1271.8,-0.026484996938150762,0.012717999999999932,0.9872820000000001
2016-03-29,0.0,593.7,649.4,6.5,1243.1,-0.022566441264349812,0.012430999999999933,0.987569
2016-03-30,0.0,607.5999999999999,649.4,6.5,1257.0,0.011181723111576058,0.012569999999999935,0.98743
2016-03-31,0.0,597.7,649.4,6.5,1247.1,-0.007875894988066845,0.012470999999999935,0.9875290000000001
2016-04-01,0.0,598.7,649.4,6.5,1248.1,0.0008018603159329896,0.012480999999999935,0.987519
2016-04-05,0.0,613.5,649.4,6.5,1262.9,0.011858024196779171,0.012628999999999935,0.9873710000000001
2016-04-06,0.0,612.5,649.4,6.5,1261.9,-0.0007918283316177277,0.012618999999999936,0.9873810000000001
2016-04-07,0.0,595.6999999999999,649.4,6.5,1245.1,-0.013313257785878552,0.012450999999999936,0.987549
2016-04-08,0.0,591.6999999999999,649.4,6.5,1241.1,-0.003212593365994665,0.012410999999999936,0.987589
2016-04-11,0.0,599.6,649.4,6.5,1249.0,0.006365321086133413,0.012489999999999937,0.9875100000000001
2016-04-12,0.0,594.7,649.4,6.5,1244.1,-0.003923138510808721,0.012440999999999936,0.9875590000000001
2016-04-13,0.0,627.3,649.4,6.5,1276.6999999999998,0.026203681376095078,0.012766999999999933,0.987233
2016-04-14,0.0,627.3,649.4,6.5,1276.6999999999998,0.0,0.012766999999999933,0.987233
2016-04-15,0.0,618.4,649.4,6.5,1267.8,-0.00697109736038215,0.012677999999999934,0.987322
2016-04-18,0.0,599.6,649.4,6.5,1249.0,-0.014828837356049784,0.012489999999999935,0.9875100000000001
2016-04-19,0.0,604.6,649.4,6.5,1254.0,0.004003202562049557,0.012539999999999933,0.9874600000000001
2016-04-20,0.0,565.0,649.4,6.5,1214.4,-0.03157894736842093,0.012143999999999936,0.9878560000000001
2016-04-21,0.0,557.1,649.4,6.5,1206.5,-0.006505270092226678,0.012064999999999935,0.9879350000000001
2016-04-22,0.0,559.1,649.4,6.5,1208.5,0.0016576875259013413,0.012084999999999934,0.9879150000000001
2016-04-25,0.0,553.1,649.4,6.5,1202.5,-0.004964832436905264,0.012024999999999935,0.987975
2016-04-26,0.0,558.1,649.4,6.5,1207.5,0.004158004158004047,0.012074999999999933,0.987925
2016-04-27,0.0,560.1,649.4,6.5,1209.5,0.0016563146997929934,0.012094999999999934,0.987905
2016-04-28,0.0,554.1,649.4,6.5,1203.5,-0.004960727573377399,0.012034999999999935,0.9879650000000001
2016-04-29,0.0,549.2,649.4,6.5,1198.6,-0.004071458246780346,0.011985999999999934,0.9880140000000001
2016-05-03,0.0,563.0,649.4,6.5,1212.4,0.011513432337727503,0.012123999999999935,0.9878760000000001
2016-05-04,0.0,560.1,649.4,6.5,1209.5,-0.0023919498515342363,0.012094999999999934,0.987905
2016-05-05,3122.0,563.0,2958.3,7.8,6643.3,4.4926002480363785,0.06643299999999963,0.9335670000000004
2016-05-06,3202.0000000000005,535.3,2958.3,7.8,6695.6,0.007872593440007236,0.06695599999999963,0.9330440000000004
2016-05-09,3060.0,0.0,-534.0,9.1,2526.0,-0.6227373200310652,0.02525999999999986,0.9747400000000002
2016-05-19,3603.0,0.0,-534.0,9.1,3069.0,0.21496437054631823,0.03068999999999983,0.9693100000000001
2016-05-20,3547.0,0.0,-534.0,9.1,3013.0,-0.018246985988921494,0.03012999999999983,0.9698700000000001
2016-05-23,3665.0,0.0,-534.0,9.1,3131.0,0.039163624294722865,0.031309999999999824,0.9686900000000002
2016-05-24,3682.0,0.0,-534.0,9.1,3148.0,0.00542957521558618,0.03147999999999983,0.9685200000000002
2016-05-25,3590.0,0.0,-534.0,9.1,3056.0,-0.029224904701397714,0.030559999999999834,0.9694400000000002
2016-05-26,3510.0,0.0,-534.0,9.1,2976.0,-0.02617801047120416,0.02975999999999984,0.9702400000000002
2016-05-27,3770.0000000000005,0.0,-534.0,9.1,3236.0000000000005,0.08736559139784972,0.03235999999999983,0.9676400000000002
2016-05-30,3907.0,0.0,-534.0,9.1,3373.0,0.04233621755253392,0.03372999999999982,0.9662700000000002
2016-05-31,3960.0,0.0,-534.0,9.1,3426.0,0.01571301512007106,0.03425999999999982,0.9657400000000002
2016-06-01,3900.0,0.0,-534.0,9.1,3366.0,-0.017513134851138368,0.03365999999999982,0.9663400000000002
2016-06-02,3911.0,0.0,-534.0,9.1,3377.0,0.0032679738562091387,0.03376999999999982,0.9662300000000001
2016-06-03,4090.9999999999995,0.0,-534.0,9.1,3556.9999999999995,0.05330174711282187,0.0355699999999998,0.9644300000000002
2016-06-06,4076.0,0.0,-534.0,9.1,3542.0,-0.0042170368287881566,0.035419999999999806,0.9645800000000002
2016-06-07,4036.9999999999995,0.0,-534.0,9.1,3502.9999999999995,-0.011010728402032877,0.035029999999999804,0.9649700000000002
2016-06-08,4063.0000000000005,0.0,-534.0,9.1,3529.0000000000005,0.007422209534684754,0.03528999999999981,0.9647100000000002
2016-06-13,3893.0,0.0,-534.0,9.1,3359.0,-0.04817228676678953,0.033589999999999814,0.9664100000000002
2016-06-14,3900.0,0.0,-534.0,9.1,3366.0,0.0020839535576064883,0.033659999999999815,0.9663400000000002
2016-06-15,3996.0,0.0,-534.0,9.1,3462.0,0.028520499108734443,0.03461999999999981,0.9653800000000002
2016-06-16,4197.0,0.0,-534.0,9.1,3663.0,0.058058925476603074,0.036629999999999795,0.9633700000000002
2016-06-17,4181.0,0.0,-534.0,9.1,3647.0,-0.00436800436800433,0.036469999999999794,0.9635300000000002
2016-06-20,4180.0,0.0,-534.0,9.1,3646.0,-0.0002741979709349751,0.0364599999999998,0.9635400000000002
2016-06-21,4223.0,0.0,-534.0,9.1,3689.0,0.011793746571585384,0.0368899999999998,0.9631100000000002
2016-06-22,4133.0,0.0,-534.0,9.1,3599.0,-0.02439685551640014,0.0359899999999998,0.9640100000000003
2016-06-23,4104.0,0.0,-534.0,9.1,3570.0,-0.008057793831619864,0.0356999999999998,0.9643000000000002
2016-06-24,3922.0,0.0,-534.0,9.1,3388.0,-0.050980392156862786,0.03387999999999981,0.9661200000000002
2016-06-27,4001.0,0.0,-534.0,9.1,3467.0,0.023317591499409707,0.03466999999999981,0.9653300000000002
2016-06-28,4094.0,0.0,-534.0,9.1,3560.0,0.026824343813094842,0.035599999999999805,0.9644000000000001
2016-06-29,4060.0,0.0,-534.0,9.1,3526.0,-0.009550561797752821,0.035259999999999805,0.9647400000000002
2016-06-30,4021.0,0.0,-534.0,9.1,3487.0,-0.01106069200226889,0.034869999999999804,0.9651300000000002
2016-07-01,3952.0000000000005,0.0,-534.0,9.1,3418.0000000000005,-0.019787783194723074,0.034179999999999815,0.9658200000000002
2016-07-04,3886.9999999999995,0.0,-534.0,9.1,3352.9999999999995,-0.019016968987712324,0.03352999999999981,0.9664700000000002
2016-07-05,3911.0,0.0,-534.0,9.1,3377.0,0.00715776916194466,0.033769999999999814,0.9662300000000001
2016-07-06,4284.0,0.0,-534.0,9.1,3750.0,0.11045306485045892,0.03749999999999979,0.9625000000000002
2016-07-07,4283.0,0.0,-534.0,9.1,3749.0,-0.0002666666666666373,0.037489999999999794,0.9625100000000002
2016-07-08,4338.0,0.0,-534.0,9.1,3804.0,0.014670578821018854,0.03803999999999979,0.9619600000000003
2016-07-11,4324.0,0.0,-534.0,9.1,3790.0,-0.003680336487907443,0.03789999999999979,0.9621000000000002
2016-07-12,4333.0,0.0,-534.0,9.1,3799.0,0.0023746701846965035,0.03798999999999979,0.9620100000000003
2016-07-13,4348.0,0.0,-534.0,9.1,3814.0,0.003948407475651505,0.038139999999999785,0.9618600000000002
2016-07-14,4393.0,0.0,-534.0,9.1,3859.0,0.011798636601992651,0.038589999999999784,0.9614100000000002
2016-07-15,4409.0,0.0,-534.0,9.1,3875.0,0.0041461518528116414,0.038749999999999785,0.9612500000000002
2016-07-18,4370.0,0.0,-534.0,9.1,3836.0,-0.010064516129032253,0.03835999999999979,0.9616400000000002
2016-07-19,4419.0,0.0,-534.0,9.1,3885.0,0.012773722627737127,0.03884999999999978,0.9611500000000002
2016-07-20,4545.0,0.0,-534.0,9.1,4011.0,0.03243243243243232,0.04010999999999977,0.9598900000000002
2016-07-21,4561.0,0.0,-534.0,9.1,4027.0,0.003989030167040664,0.04026999999999977,0.9597300000000002
2016-07-22,4618.0,0.0,-534.0,9.1,4084.0,0.014154457412465904,0.04083999999999977,0.9591600000000002
2016-07-25,5000.0,0.0,-534.0,9.1,4466.0,0.09353574926542607,0.04465999999999975,0.9553400000000003
2016-07-26,5040.0,0.0,-534.0,9.1,4506.0,0.008956560680698722,0.04505999999999975,0.9549400000000002
2016-07-27,4881.0,0.0,-534.0,9.1,4347.0,-0.035286284953395475,0.04346999999999976,0.9565300000000002
2016-07-28,4393.0,0.0,-534.0,9.1,3859.0,-0.11226132965263402,0.038589999999999784,0.9614100000000002
2016-07-29,4457.0,0.0,-534.0,9.1,3923.0,0.016584607411246344,0.03922999999999978,0.9607700000000002
2016-08-01,4110.0,0.0,-534.0,9.1,3576.0,-0.08845271475911287,0.0357599999999998,0.9642400000000002
2016-08-02,4150.0,0.0,-534.0,9.1,3616.0,0.01118568232662187,0.036159999999999796,0.9638400000000003
2016-08-03,4211.0,0.0,-534.0,9.1,3677.0,0.016869469026548733,0.036769999999999796,0.9632300000000003
2016-08-04,4434.0,0.0,-534.0,9.1,3900.0,0.06064726679358179,0.038999999999999785,0.9610000000000002
2016-08-05,4592.0,0.0,-534.0,9.1,4058.0,0.04051282051282046,0.040579999999999776,0.9594200000000003
2016-08-08,4592.0,0.0,-534.0,9.1,4058.0,0.0,0.040579999999999776,0.9594200000000003
2016-08-09,4650.0,0.0,-534.0,9.1,4116.0,0.01429275505174954,0.041159999999999766,0.9588400000000002
2016-08-10,4788.0,0.0,-534.0,9.1,4254.0,0.03352769679300294,0.04253999999999976,0.9574600000000002
2016-08-11,4694.0,0.0,-534.0,9.1,4160.0,-0.022096850023507253,0.04159999999999976,0.9584000000000003
2016-08-12,4747.0,0.0,-534.0,9.1,4213.0,0.012740384615384626,0.04212999999999976,0.9578700000000002
2016-08-15,4747.0,0.0,-534.0,9.1,4213.0,0.0,0.04212999999999976,0.9578700000000002
2016-08-16,4883.0,0.0,-534.0,9.1,4349.0,0.03228103489200085,0.043489999999999744,0.9565100000000003
2016-08-17,4883.0,0.0,-534.0,9.1,4349.0,0.0,0.043489999999999744,0.9565100000000003
2016-08-18,4889.0,0.0,-534.0,9.1,4355.0,0.0013796275005748537,0.04354999999999974,0.9564500000000002
2016-08-19,4889.0,0.0,-534.0,9.1,4355.0,0.0,0.04354999999999974,0.9564500000000002
2016-08-22,4750.0,0.0,-534.0,9.1,4216.0,-0.031917336394948315,0.04215999999999975,0.9578400000000002
2016-08-23,4774.0,0.0,-534.0,9.1,4240.0,0.005692599620493288,0.04239999999999975,0.9576000000000002
2016-08-24,4700.0,0.0,-534.0,9.1,4166.0,-0.01745283018867927,0.04165999999999975,0.9583400000000002
2016-08-25,4728.0,0.0,-534.0,9.1,4194.0,0.00672107537205946,0.04193999999999975,0.9580600000000002
2016-08-26,4870.0,0.0,-534.0,9.1,4336.0,0.03385789222699098,0.04335999999999974,0.9566400000000003
2016-08-29,5020.0,0.0,-534.0,9.1,4486.0,0.03459409594095941,0.04485999999999973,0.9551400000000003
2016-08-30,4927.0,0.0,-534.0,9.1,4393.0,-0.020731163620151594,0.04392999999999974,0.9560700000000003
2016-08-31,4973.0,0.0,-534.0,9.1,4439.0,0.010471204188481575,0.044389999999999735,0.9556100000000003
2016-09-01,4929.0,521.0,545.3,10.4,5995.3,0.35059698130209505,0.05995299999999964,0.9400470000000004
2016-09-02,4913.0,523.0,545.3,10.4,5981.3,-0.002335162543992797,0.05981299999999964,0.9401870000000003
2016-09-05,4875.0,527.0,545.3,10.4,5947.3,-0.005684382993663584,0.05947299999999964,0.9405270000000003
2016-09-06,4980.0,531.0,545.3,10.4,6056.3,0.018327644477325933,0.06056299999999964,0.9394370000000004
2016-09-07,4938.0,528.0,545.3,10.4,6011.3,-0.00743027921338113,0.06011299999999964,0.9398870000000004
2016-09-08,4969.0,531.0,545.3,10.4,6045.3,0.005656014506013607,0.06045299999999963,0.9395470000000004
2016-09-09,4970.0,525.0,545.3,10.4,6040.3,-0.0008270888127966947,0.06040299999999963,0.9395970000000003
2016-09-12,4739.0,511.00000000000006,545.3,10.4,5795.3,-0.04056089929308149,0.057952999999999644,0.9420470000000003
2016-09-13,4838.0,516.0,545.3,10.4,5899.3,0.017945576587924617,0.058992999999999636,0.9410070000000004
2016-09-14,4865.0,519.0,545.3,10.4,5929.3,0.0050853491092164305,0.05929299999999964,0.9407070000000004
2016-09-19,4880.0,522.0,545.3,10.4,5947.3,0.0030357715075979286,0.05947299999999964,0.9405270000000003
2016-09-20,4969.0,524.0,545.3,10.4,6038.3,0.015301060985657422,0.06038299999999964,0.9396170000000004
2016-09-21,4977.0,526.0,545.3,10.4,6048.3,0.0016560952585993327,0.06048299999999964,0.9395170000000004
2016-09-22,4905.0,536.0,545.3,10.4,5986.3,-0.01025081427839225,0.059862999999999646,0.9401370000000003
2016-09-23,4918.0,533.0,545.3,10.4,5996.3,0.001670480931460272,0.05996299999999965,0.9400370000000003
2016-09-26,4823.0,519.0,545.3,10.4,5887.3,-0.018177876357086897,0.058872999999999655,0.9411270000000004
2016-09-27,4827.0,571.0,545.3,10.4,5943.3,0.009512000407657206,0.05943299999999965,0.9405670000000004
2016-09-28,4740.0,553.0,545.3,10.4,5838.3,-0.017666952703043748,0.05838299999999966,0.9416170000000004
2016-09-29,4740.0,552.0,545.3,10.4,5837.3,-0.00017128273641298097,0.05837299999999966,0.9416270000000003
2016-09-30,4740.0,544.0,545.3,10.4,5829.3,-0.0013704966337176883,0.05829299999999966,0.9417070000000003
2016-10-10,4740.0,528.0,545.3,10.4,5813.3,-0.002744754944847605,0.05813299999999966,0.9418670000000003
2016-10-11,4740.0,535.0,545.3,10.4,5820.3,0.0012041353448126735,0.05820299999999965,0.9417970000000003
2016-10-12,4740.0,534.0,545.3,10.4,5819.3,-0.00017181244953012875,0.05819299999999965,0.9418070000000004
